web-scraper-order,web-scraper-start-url,is_eventgruppe,day,name,full_date,location
"1699912011-431","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Pepe Lienhard Weihnachtsshow","Samstag, 09. Dezember, 19:30","Kongresshaus | Kongressaal, Zürich (CH)"
"1699912011-432","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Dr. Lüdi - Show! Zusatzshow wegen grosser Nachfrage","Samstag, 09. Dezember, 20:00","Waxy Bar, Zürich (CH)"
"1699912011-433","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Eine Art Liebeserklärung","Samstag, 09. Dezember, 20:00","Theater Rigiblick, Zürich (CH)"
"1699912011-434","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Endstation XXX-Mas","Samstag, 09. Dezember, 20:00","Wunderbox Langstrasse, Zürich (CH)"
"1699912011-435","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Ausverkauft: Das ist die Moral der Geschichte, Liebling","Samstag, 09. Dezember, 20:00","Theater an der Winkelwiese, Zürich (CH)"
"1699912011-436","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Roma Songs und Kantate «Wir Kinder der Landstrasse»","Samstag, 09. Dezember, 20:00","Offene Kirche St. Jakob, Zürich (CH)"
"1699912011-437","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Kevin James & Susanna","Samstag, 09. Dezember, 20:00","Ref. Kirchgemeindehaus Oberstrass, Zürich (CH)"
"1699912011-438","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Theatersport™","Samstag, 09. Dezember, 20:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-439","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Orbit (D)","Samstag, 09. Dezember, 20:00","Papiersaal, Zürich (CH)"
"1699912011-440","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Eyes Wide Party","Samstag, 09. Dezember, 20:30","Sexy Villa, Zürich (CH)"
"1699912011-441","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Kizomba Urban Kiz Workshop mit Kizombatouch","Samstag, 09. Dezember, 20:30","Club Silbando, Zürich (CH)"
"1699912011-442","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Bachata Workshop mit Salsapami (Mario und Eliane)","Samstag, 09. Dezember, 20:30","Club Silbando, Zürich (CH)"
"1699912011-443","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Salsa Workshop mit Daniel & Aurelia (WannaDance)","Samstag, 09. Dezember, 20:30","Club Silbando, Zürich (CH)"
"1699912011-444","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","8","Tanznacht40","7 Events","Bananenreiferei, Zürich (CH)"
"1699912011-445","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","9 - 22","2001: A Space Odyssey","2 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-446","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","The Ball at Kunsthaus Zürich","Samstag, 09. Dezember, 21:00","Kunsthaus Zürich, Zürich (CH)"
"1699912011-447","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Synergy","Samstag, 09. Dezember, 21:00","Alte Kaserne, Zürich (CH)"
"1699912011-448","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Red-Hot Zürich Vol.1","Samstag, 09. Dezember, 21:00","Labor5, Zürich (CH)"
"1699912011-449","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","The Ball at Kunsthaus Zürich","Samstag, 09. Dezember, 21:00","Kunsthaus Zürich, Zürich (CH)"
"1699912011-450","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","UNITY (5th Edition) by Project Hardstyle | Komplex457 Zürich","Samstag, 09. Dezember, 21:00","Komplex 457, Zürich (CH)"
"1699912011-451","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Offene Bühne","Samstag, 09. Dezember, 21:30","Schauspielhaus Schiffbau | Matchbox, Zürich (CH)"
"1699912011-452","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Fiesta Pasión","Samstag, 09. Dezember, 21:30","Club Silbando, Zürich (CH)"
"1699912011-453","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Die ultimative 2010er Party","Samstag, 09. Dezember, 22:00","X-TRA, Zürich (CH)"
"1699912011-454","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","2000ER @ SEKTOR 11","Samstag, 09. Dezember, 22:00","Sektor 11 2.0, Zürich (CH)"
"1699912011-455","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Hozho x Zurich","Samstag, 09. Dezember, 23:00","MÄX, Zürich (CH)"
"1699912011-456","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","CREATE. - Loft Edition","Samstag, 09. Dezember, 23:00","8008 Zürich | Schweiz, Zürich (CH)"
"1699912011-457","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Four Rooms","Samstag, 09. Dezember, 23:00","Plaza Zürich, Zürich (CH)"
"1699912011-458","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","THE MESSAGE","Samstag, 09. Dezember, 23:00","Mascotte Club, Zürich (CH)"
"1699912011-459","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","La Grande Notte Italiana w/Rocco Hunt Clubshow at Flamingo","Samstag, 09. Dezember, 23:00","Flamingo Club Zürich, Zürich (CH)"
"1699912011-460","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","9","Technolover w. Droppex","Samstag, 09. Dezember, 23:00","Wunderbox Zurich, Zürich (CH)"
"1699912011-461","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Masoala Regenwald & Erlebniswege","Sonntag, 10. Dezember, 09:00","Zoo Zürich, Zürich (CH)"
"1699912011-462","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Workshop: Shibori-Färbetechnik","Sonntag, 10. Dezember, 10:00","Smaragd, Zürich (CH)"
"1699912011-463","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Veganbrunch by EatPositive","Sonntag, 10. Dezember, 10:00","GZ Wipkingen, Zürich (CH)"
"1699912011-464","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","10 - 17","Weihnachtliches Malatelier","2 Events","Kunsthaus Zürich, Zürich (CH)"
"1699912011-465","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Guete Morge!","Sonntag, 10. Dezember, 11:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-466","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Opera goes Brass","Sonntag, 10. Dezember, 11:15","Opernhaus | Spiegelsaal, Zürich (CH)"
"1699912011-467","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","10","Baby Weihnachtskonzert","2 Events","Quartierzentrum Bäckeranlage, Zürich (CH)"
"1699912011-468","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Sonntagsführung: Aye-Aye was seh ich da? – Primaten im Fokus","Sonntag, 10. Dezember, 11:30","Zoologisches und Paläontologisches Museum der Universität Zürich, Zürich (CH)"
"1699912011-469","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Weihnachtsbazar","Sonntag, 10. Dezember, 13:00","GZ Schindlergut, Zürich (CH)"
"1699912011-470","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","10 - 12","Ernst Scheidegger. Fotograf","2 Events","Kunsthaus Zürich, Zürich (CH)"
"1699912011-471","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Mama Cacao ::: Kids Circle ::: Zurich ::::","Sonntag, 10. Dezember, 14:00","Kraftwerk, Zürich (CH)"
"1699912011-472","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","WELTbewegend!","Sonntag, 10. Dezember, 14:00","Smaragd, Zürich (CH)"
"1699912011-473","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","7","Enfants Terribles - Unheimliche Kindergeschichten","5 Events","Museum Strauhof, Zürich (CH)"
"1699912011-474","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Familienworkshops: «Schmatz, würg, pups und kack – vom Fressen und Verwerten im Tierreich» Ausscheiden","Sonntag, 10. Dezember, 14:00","Zoologisches und Paläontologisches Museum der Universität Zürich, Zürich (CH)"
"1699912011-475","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Gschichte-Chischte","Sonntag, 10. Dezember, 14:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-476","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Leise rieselt es nicht","Sonntag, 10. Dezember, 14:30","Herzbaracke, Bellevue, Zürich (CH)"
"1699912011-477","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","10 - 28","Sister Äct – Ein himmlisches Musicäl","28 Events","MAAG Halle, Zürich (CH)"
"1699912011-478","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Musik malen und Bilder hören","Sonntag, 10. Dezember, 15:00","Kunsthaus Zürich, Zürich (CH)"
"1699912011-479","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Kinderkino Lila","Sonntag, 10. Dezember, 15:00","GZ Höngg, Zürich (CH)"
"1699912011-480","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","10 - 17","Fifty-Fifty - Die Magie der Entscheidung","4 Events","Close Theater, Zürich (CH)"
"1699912011-481","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","18 - 26","Once Upon a Time in the West (C'era una volta il West)","3 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-482","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Jane Mumford - Reptil","Sonntag, 10. Dezember, 17:00","Miller's Studio, Zürich (CH)"
"1699912011-483","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Ich komme","Sonntag, 10. Dezember, 17:00","Sogar Theater, Zürich (CH)"
"1699912011-484","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Geschichte Schweiz - Flucht und Migration","Sonntag, 10. Dezember, 17:15","Landesmuseum Zürich, Zürich (CH)"
"1699912011-485","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Duke Ellington's Nussknacker Suite","Sonntag, 10. Dezember, 18:00","Theater Rigiblick, Zürich (CH)"
"1699912011-486","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Impro Schnupperabend","Sonntag, 10. Dezember, 18:00","töpferei, Zürich (CH)"
"1699912011-487","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","10 - 16","Platée","10 Events","Opernhaus | Studiobühne, Zürich (CH)"
"1699912011-488","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Open Stage","Sonntag, 10. Dezember, 19:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-489","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Invitation to the Selfloving Practice of Yin Yoga","Sonntag, 10. Dezember, 19:00","GZ Riesbach, Zürich (CH)"
"1699912011-490","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","AOZ und ACZ Konzert - BEETHOVEN & WAGNER - Tonhalle Zürich","Sonntag, 10. Dezember, 19:30","Tonhalle Zürich, Zürich (CH)"
"1699912011-491","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","AOZ Konzert - BEETHOVEN & WAGNER - Tonhalle Zürich","Sonntag, 10. Dezember, 19:30","Tonhalle Zürich, Zürich (CH)"
"1699912011-492","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Mikael Krogerus - Elter werden. Was Kinder mit dir machen","Sonntag, 10. Dezember, 20:00","Kaufleuten Club, Zürich (CH)"
"1699912011-493","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","10","Anne Clark","Sonntag, 10. Dezember, 20:00","Kaufleuten Club, Zürich (CH)"
"1699912011-494","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","19 - 27","Ladri di biciclette","3 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-495","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","11","Opera goes Brass","Montag, 11. Dezember, 12:00","Opernhaus | Spiegelsaal, Zürich (CH)"
"1699912011-496","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","8","amm Café med","3 Events","Café Neumärt, Zürich (CH)"
"1699912011-497","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","11","Modell Literaturkunde - Musikalische Analyse in der Praxis","Montag, 11. Dezember, 18:00","Zürcher Hochschule der Künste (ZHdK) | 3.K01 / Hörsaal 1, Zürich (CH)"
"1699912011-498","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","11 - 31","The Third Man","3 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-499","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","12","Meditation Fortgeschrittene","3 Events","Alexandra's Raum, Zürich (CH)"
"1699912011-500","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","11","Antigone in Butscha","Montag, 11. Dezember, 20:00","Schauspielhaus Pfauen | Kammer, Zürich (CH)"
"1699912011-501","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","11","MONTAGS 993 - NIK BÄRTSCH'S RONIN","Montag, 11. Dezember, 20:00","EXIL, Zürich (CH)"
"1699912011-502","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","11","Hiob - Geschichte eines einfachen Mannes","Montag, 11. Dezember, 20:00","Theater Rigiblick, Zürich (CH)"
"1699912011-503","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","11","Silent Neighbor","Montag, 11. Dezember, 20:00","DasGleis, Zürich (CH)"
"1699912011-504","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","11","Alexander Stevens & Jacqueline Belle - True Crime","Montag, 11. Dezember, 20:00","Volkshaus | Weisser Saal, Zürich (CH)"
"1699912011-505","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","11","Becks","Montag, 11. Dezember, 20:00","Dynamo, Zürich (CH)"
"1699912011-506","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","9 - 15","Das ist die Moral der Geschichte, Liebling","4 Events","Theater an der Winkelwiese, Zürich (CH)"
