web-scraper-order,web-scraper-start-url,is_eventgruppe,day,name,full_date,location
"1699912011-648","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","AMALFI • DINNER & PARTY • 16.12.23","Samstag, 16. Dezember, 22:00","LEO Restaurant & Bar, Zürich (CH)"
"1699912011-649","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","SINGLE PARTY @ CLUB LANGSTRASSE","Samstag, 16. Dezember, 22:00","Club Langstrasse, Zürich (CH)"
"1699912011-650","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Disco Party","Samstag, 16. Dezember, 22:00","Kaufleuten Club, Zürich (CH)"
"1699912011-651","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Fiesta Navideña Venezolana","Samstag, 16. Dezember, 22:00","SOHO ZURICH, Zürich (CH)"
"1699912011-652","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Hardcore Commando w. Deadly Guns ( NL ) & D-Fence (NL )","Samstag, 16. Dezember, 22:00","SEKTOR 11, Zürich (CH)"
"1699912011-653","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Iono Music Label Night","Samstag, 16. Dezember, 22:30","Alte Kaserne Zürich, Zürich (CH)"
"1699912011-654","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","HEX Zürich X Raves and Vibes","Samstag, 16. Dezember, 23:00","Kraftwerk, Zürich (CH)"
"1699912011-655","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","LA GRANDE NOTTE ITALIANA ""X-MAS""","Samstag, 16. Dezember, 23:00","Mascotte Club, Zürich (CH)"
"1699912011-656","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","KANPAI - The most epic asian party in Zürich!","Samstag, 16. Dezember, 23:00","Wunderbox, Zürich (CH)"
"1699912011-657","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Spiral Tribe","Samstag, 16. Dezember, 23:59","Mikro Offspace, Zürich (CH)"
"1699912011-658","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17 - 17","Baby-Weihnachtskonzert","2 Events","Quartierzentrum Schütze, Zürich (CH)"
"1699912011-659","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","24","Spiel + Sport","5 Events","Sporthalle Hardau, Zürich (CH)"
"1699912011-660","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Die Literatur ist voller Tiere! Frohe Weihnachten","Sonntag, 17. Dezember, 10:00","Zoo Zürich, Zürich (CH)"
"1699912011-661","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Le Prince","Sonntag, 17. Dezember, 11:00","Arthouse Piccadilly, Zürich (CH)"
"1699912011-662","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Benefizkonzert - Respighi, Tschaikowsky & Schubert","Sonntag, 17. Dezember, 11:00","Tonhalle Zürich, Zürich (CH)"
"1699912011-663","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Meta-Morphosen","Sonntag, 17. Dezember, 11:00","GZ Hottingen, Zürich (CH)"
"1699912011-664","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","LE PRINCE, Lisa Bierwirth, 2021","Sonntag, 17. Dezember, 11:00","Kunsthaus Zürich, Zürich (CH)"
"1699912011-665","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Konzert: Il Flauto a Natale","Sonntag, 17. Dezember, 11:30","Kulturhaus Helferei Grossmünster Zürich, Zürich (CH)"
"1699912011-666","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Sonntagsführung: Kurzführung Plateosaurier (um 11:30 und 12:00 Uhr; jeweils 20 min)","Sonntag, 17. Dezember, 11:30","Zoologisches und Paläontologisches Museum der Universität Zürich, Zürich (CH)"
"1699912011-667","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Bernhard Matinée","Sonntag, 17. Dezember, 11:30","Bernhard Theater, Zürich (CH)"
"1699912011-668","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Andrew Bond - Zimetschtern sing i gern","Sonntag, 17. Dezember, 13:30","Hallenstadion, Zürich (CH)"
"1699912011-669","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","WELTbewegend!","Sonntag, 17. Dezember, 14:00","Smaragd, Zürich (CH)"
"1699912011-670","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17","Familienworkshops: «Schmatz, würg, pups und kack – vom Fressen und Verwerten im Tierreich» Nahrungsvorlieben","2 Events","Zoologisches und Paläontologisches Museum der Universität Zürich, Zürich (CH)"
"1699912011-671","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","22 - 20","Céline et Julie vont en bateau","3 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-672","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Kids Disco am ILLUMINARIUM","Sonntag, 17. Dezember, 15:00","Schweizerisches Nationalmuseum Landesmuseum Zürich | Innenhof, Zürich (CH)"
"1699912011-673","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","19 - 5","The Best Worst Case","5 Events","Theater Purpur, Zürich (CH)"
"1699912011-674","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Weihnachtskonzert mit Häsli Ingo","Sonntag, 17. Dezember, 16:00","GZ Heuried - Zürcher Gemeindschaftszentrum, Zürich (CH)"
"1699912011-675","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17 - 18","Bilder deiner grossen Liebe","2 Events","Theater an der Winkelwiese, Zürich (CH)"
"1699912011-676","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Andrew Bond - Zimetschtern sing i gern","Sonntag, 17. Dezember, 17:00","Hallenstadion, Zürich (CH)"
"1699912011-677","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","GRAVITY9 COZY CHRISTMAS CONCERT 2023","Sonntag, 17. Dezember, 17:00","Gravity9, Zürich (CH)"
"1699912011-678","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","26 - 17","Geschichte Schweiz - Frauen im Fokus","2 Events","Landesmuseum Zürich, Zürich (CH)"
"1699912011-679","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Charles Dickens - Ein Weihnachtsmärchen","Sonntag, 17. Dezember, 18:00","Theater Rigiblick, Zürich (CH)"
"1699912011-680","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","BLISSFUL YOU - A YIN YOGA & REIKI JOURNEY","Sonntag, 17. Dezember, 18:00","the Soulspace, Zürich (CH)"
"1699912011-681","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Der Bühnenkurs ""Grundlagen"" auf der Bühne!","Sonntag, 17. Dezember, 18:00","Töpferei, Zürich (CH)"
"1699912011-682","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","KÖBERNICK - geht's ruhig an. Das Programm!","Sonntag, 17. Dezember, 18:00","ComedyHaus, Zürich (CH)"
"1699912011-683","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17 - 18","M – Eine Stadt sucht einen Mörder","2 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-684","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Koncert Zeljko Vasic ""Dobrodosli u moju kafanu"" NEDELJA","Sonntag, 17. Dezember, 19:00","Kirchgemeindehaus Neumünster Zürich, Seefeldstrasse 91, 8008 Zürich , Zürich (CH)"
"1699912011-685","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Beethoven Strauss","Sonntag, 17. Dezember, 19:00","Opernhaus | Studiobühne, Zürich (CH)"
"1699912011-686","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Die Masterclass auf der Bühne","Sonntag, 17. Dezember, 20:00","Theater im Zollhaus, Zürich (CH)"
"1699912011-687","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Luuk & Knackebouls Pottcast X-Mas Special","Sonntag, 17. Dezember, 20:00","Kaufleuten Club, Zürich (CH)"
"1699912011-688","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Innerdance ""Voice Within"" - a Transformative Journey (DE/EN)","Sonntag, 17. Dezember, 20:15","Downdog Yoga, Zürich (CH)"
"1699912011-689","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","18 - 17","Heaven Can Wait (Heaven Can Weit)","2 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-690","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","17","Zauberlampe","Sonntag, 17. Dezember, 22:00","Komplex Klub, Zürich (CH)"
"1699912011-691","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","20","QueerNest","11 Events","Regenbogenhaus, Zürich (CH)"
"1699912011-692","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","18","Spektrum - Silvia Careddu","Montag, 18. Dezember, 19:30","Zürcher Hochschule der Künste (ZHdK) | 7.K12 / Konzertsaal 3, Zürich (CH)"
"1699912011-693","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","18","Violinrezital Janine Jansen","Montag, 18. Dezember, 19:30","Tonhalle | Grosse Tonhalle, Zürich (CH)"
"1699912011-694","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","18","Literaturclub","Montag, 18. Dezember, 19:45","Papiersaal, Zürich (CH)"
"1699912011-695","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","18","MONTAGS 994 - NIK BÄRTSCH'S RONIN","Montag, 18. Dezember, 20:00","EXIL, Zürich (CH)"
"1699912011-696","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","18","Der fliegende Teppich: Basel","Montag, 18. Dezember, 20:00","Theater Rigiblick, Zürich (CH)"
"1699912011-697","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","18","Hermanos Gutiérrez","Montag, 18. Dezember, 20:00","Kaufleuten Club, Zürich (CH)"
"1699912011-698","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","18","STOPPOK   SOLO      MAL DEIN HERZ AN TOUR 2023","Montag, 18. Dezember, 20:00","KRONENSAAL, Zürich (CH)"
"1699912011-699","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","19","Gedanken zum Jahresende und dem Neuen Jahr im Botanischen Garten","Dienstag, 19. Dezember, 12:30","Botanischer Garten, Zürich (CH)"
"1699912011-700","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","19","J: Морс acoustic concert","Dienstag, 19. Dezember, 18:00","OURCLUB, Zürich (CH)"
"1699912011-701","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","19","ICST Artist Talk - Manolo Müller","Dienstag, 19. Dezember, 18:00","Zürcher Hochschule der Künste (ZHdK) | 3.D02 / ICST-Kompositionsstudio, Zürich (CH)"
"1699912011-702","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","19","Chorvesper","Dienstag, 19. Dezember, 18:30","Johanneskirche, Zürich (CH)"
"1699912011-703","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","19","Mehnersmoos (D)","Dienstag, 19. Dezember, 19:00","Dynamo, Zürich (CH)"
"1699912011-704","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","3","Dienstag Ecstatic Dance mit DJ Kraftschatz and Friends","5 Events","DanceSquare22, Zürich (CH)"
"1699912011-705","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17","Der Kontrabass","3 Events","Theater Rigiblick, Zürich (CH)"
"1699912011-706","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","19","Hermanos Gutiérrez","Dienstag, 19. Dezember, 20:00","Kaufleuten Club, Zürich (CH)"
"1699912011-707","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","25 - 31","Vertigo","3 Events","Filmpodium Kino, Zürich (CH)"
"1699912011-708","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","20 - 13","Winterzauber auf dem Uetliberg","25 Events","Hotel Uto Kulm, Uetliberg (CH)"
"1699912011-709","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Winter-Atelier","Mittwoch, 20. Dezember, 13:30","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699912011-710","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Kamishibai: Der  kleine Weihnachtsmann","Mittwoch, 20. Dezember, 15:00","PBZ Unterstrass, Zürich (CH)"
"1699912011-711","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Zwei Weihnachtsgeschichten","Mittwoch, 20. Dezember, 15:00","PBZ Schütze, Zürich (CH)"
"1699912011-712","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Laternenführung «Weihnachten & Krippen»","Mittwoch, 20. Dezember, 17:15","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699912011-713","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Le Dernier Métro","Mittwoch, 20. Dezember, 18:00","Arthouse Alba, Zürich (CH)"
"1699912011-714","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Workshop Empowerment for FLINTA* (ENGLISH)","Mittwoch, 20. Dezember, 18:00","Studio Kali, Zürich (CH)"
"1699912011-715","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Nachts alleine im Museum","Mittwoch, 20. Dezember, 18:30","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699912011-716","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","20","Bali Bliss🌿Kakao Zeremonie & Multi-Instrument Sound Healing","2 Events","Im Gubelhof, Zürich (CH)"
"1699912011-717","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Wintersonnenwende","Mittwoch, 20. Dezember, 19:30","Brache, Zürich (CH)"
"1699912011-718","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","20","Open Mic en Español","2 Events","Toro Bar, Zürich (CH)"
"1699912011-719","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Pino Zortea Jazzkarussell","Mittwoch, 20. Dezember, 19:30","GZ Riesbach, Zürich (CH)"
"1699912011-720","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","20 - 23","Duo Calva - Die Cellonauten","4 Events","Theater am Hechtplatz, Zürich (CH)"
"1699912011-721","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","14 - 5","Der Besuch der alten Dame","3 Events","Schauspielhaus Pfauen | Kammer, Zürich (CH)"
"1699912011-722","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","27","Fahrenheit 451","2 Events","Theater Rigiblick, Zürich (CH)"
"1699912011-723","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","The Little Comedy Show At Byey's Cafe-Bar","Mittwoch, 20. Dezember, 20:00","Byey's Cafe & Bar, Zürich (CH)"
"1699912011-724","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","20 - 23","All the Sex I’ve Ever Had","4 Events","Theater Neumarkt | Saal, Zürich (CH)"
"1699912011-725","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","20","Dan Elwood und Chico Bruno","Mittwoch, 20. Dezember, 20:00","Roxy Musikbar, Zürich (CH)"
