web-scraper-order,web-scraper-start-url,is_eventgruppe,day,name,full_date,location,link,link-href
"1699913746-612","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Grosse Weihnachtsbriefmarkenbörse mit kleiner Vereinsauktion","Samstag, 16. Dezember, 10:00","Weisser Wind, Zürich (CH)","Dez
				16
			
			
			
				Grosse Weihnachtsbriefmarkenbörse mit kleiner Vereinsauktion
									Samstag, 16. Dezember, 10:00
								Weisser Wind, Zürich (CH)","https://eventfrog.ch/de/p/maerkte/grosse-weihnachtsbriefmarkenboerse-mit-kleiner-vereinsauktion-7012026685030570338.html"
"1699913746-613","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Geschichten-Yoga","Samstag, 16. Dezember, 10:30","PBZ Schütze, Zürich (CH)","Dez
				16
			
			
			
				Geschichten-Yoga
									Samstag, 16. Dezember, 10:30
								PBZ Schütze, Zürich (CH)","https://eventfrog.ch/de/p/diverses/geschichten-yoga-7125327597215400619.html"
"1699913746-614","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Winter-Atelier","Samstag, 16. Dezember, 10:30","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","Dez
				16
			
			
			
				Winter-Atelier
									Samstag, 16. Dezember, 10:30
								Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","https://eventfrog.ch/de/p/diverses/winter-atelier-7123278627504879934.html"
"1699913746-615","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Schneewittchen","Samstag, 16. Dezember, 11:00","PBZ Unterstrass, Zürich (CH)","Dez
				16
			
			
			
				Schneewittchen
									Samstag, 16. Dezember, 11:00
								PBZ Unterstrass, Zürich (CH)","https://eventfrog.ch/de/p/diverses/schneewittchen-7123500900551752574.html"
"1699913746-616","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Kitchenparty by Saveurs Vivre - 16.12.2023","Samstag, 16. Dezember, 11:00","klein16, Zürich (CH)","Abgesagt
							
					
		

						
				Dez
				16
			
			
			
				Kitchenparty by Saveurs Vivre - 16.12.2023
									Samstag, 16. Dezember, 11:00
								klein16, Zürich (CH)","https://eventfrog.ch/de/p/essen-trinken/kitchenparty-by-saveurs-vivre-16-12-2023-7114632674971456396.html"
"1699913746-617","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Degustation Schaum- und Süssweine für die Festtage","Samstag, 16. Dezember, 13:00","Baur au Lac Vins Tiefenbrunnen, Zürich (CH)","Dez
				16
			
			
			
				Degustation Schaum- und Süssweine für die Festtage
									Samstag, 16. Dezember, 13:00
								Baur au Lac Vins Tiefenbrunnen, Zürich (CH)","https://eventfrog.ch/de/p/essen-trinken/degustation-schaum-und-suessweine-fuer-die-festtage-7128042474199569712.html"
"1699913746-618","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Vom Widerstand zur Resilienz","Samstag, 16. Dezember, 14:00","Klimapavillon, Zürich (CH)","Dez
				16
			
			
			
				Vom Widerstand zur Resilienz
									Samstag, 16. Dezember, 14:00
								Klimapavillon, Zürich (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/vortrag/vom-widerstand-zur-resilienz-7129836737463810929.html"
"1699913746-619","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Waldweihnacht /  Noël en forêt","Samstag, 16. Dezember, 14:00","PBZ Altstadt, Zürich (CH)","Dez
				16
			
			
			
				Waldweihnacht /  Noël en forêt
									Samstag, 16. Dezember, 14:00
								PBZ Altstadt, Zürich (CH)","https://eventfrog.ch/de/p/diverses/waldweihnacht-noel-en-foret-7128588394649576180.html"
"1699913746-620","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","17","Kinderführung mit Sarai Aron","3 Events","Helmhaus, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				17
			
			
			
				Kinderführung mit Sarai Aron
									3 Events
								Helmhaus, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/kinderfuehrung-mit-sarai-aron-7119999755644510870.html"
"1699913746-621","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","16","Speeddating - Das Original","4 Events","Restaurant Rigihof, Zürich (CH)","Eventgruppe
				
					
		

						
				bis Dez
				16
			
			
			
				Speeddating - Das Original
									4 Events
								Restaurant Rigihof, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/speeddating-das-original-6987395318594590904.html"
"1699913746-622","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","16 - 20","Jungtalente aus der MKZ","2 Events","Kunsthaus Zürich, Zürich (CH)","Eventgruppe
				
					
		

							
					Dez - Jan
					16 - 20
				
			
			
				Jungtalente aus der MKZ
									2 Events
								Kunsthaus Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/jungtalente-aus-der-mkz-7128951161004987315.html"
"1699913746-623","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Bruno Hächler: «Äntlich isch Wiehnacht»","Samstag, 16. Dezember, 16:30","PBZ Sihlcity, Zürich (CH)","Dez
				16
			
			
			
				Bruno Hächler: «Äntlich isch Wiehnacht»
									Samstag, 16. Dezember, 16:30
								PBZ Sihlcity, Zürich (CH)","https://eventfrog.ch/de/p/diverses/bruno-haechler-aentlich-isch-wiehnacht-7124950183087912590.html"
"1699913746-624","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","""There is a light""","Samstag, 16. Dezember, 17:00","Neue Kirche Witikon, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				""There is a light""
									Samstag, 16. Dezember, 17:00
								Neue Kirche Witikon, Zürich (CH)","https://eventfrog.ch/de/p/konzert/chor/there-is-a-light-7116857499035096060.html"
"1699913746-625","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Paint in the dark – Zürich","Samstag, 16. Dezember, 18:00","TADAH, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Paint in the dark – Zürich
									Samstag, 16. Dezember, 18:00
								TADAH, Zürich (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/weitere-kunstveranstaltungen/paint-in-the-dark-zuerich-7129833554947591800.html"
"1699913746-626","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Yalda","Samstag, 16. Dezember, 18:00","Betulius und Töchter, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Yalda
									Samstag, 16. Dezember, 18:00
								Betulius und Töchter, Zürich (CH)","https://eventfrog.ch/de/p/diverses/yalda-7125422355346579834.html"
"1699913746-627","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Gospel Tour von Christina Jaccard","Samstag, 16. Dezember, 19:00","Ref. Kirche Letten, Zürich (CH)","Dez
				16
			
			
			
				Gospel Tour von Christina Jaccard
									Samstag, 16. Dezember, 19:00
								Ref. Kirche Letten, Zürich (CH)","https://eventfrog.ch/de/p/klassik-opern/klassik/gospel-tour-von-christina-jaccard-7123110128165829174.html"
"1699913746-628","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Salsa People - Tag der offenen Tür","Samstag, 16. Dezember, 19:00","Colors, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Salsa People - Tag der offenen Tür
									Samstag, 16. Dezember, 19:00
								Colors, Zürich (CH)","https://eventfrog.ch/de/p/party/latin-brasil/salsa-people-tag-der-offenen-tuer-7122523057105618372.html"
"1699913746-629","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","16 - 26","Barkouf","4 Events","Opernhaus | Studiobühne, Zürich (CH)","Eventgruppe
				
					
		

							
					Dez - Dez
					16 - 26
				
			
			
				Barkouf
									4 Events
								Opernhaus | Studiobühne, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/barkouf-7119993374782728122.html"
"1699913746-630","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","It's Christmas Time","Samstag, 16. Dezember, 19:30","Best Western Hotel Spirgarten, Zürich (CH)","Dez
				16
			
			
			
				It's Christmas Time
									Samstag, 16. Dezember, 19:30
								Best Western Hotel Spirgarten, Zürich (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/it-s-christmas-time-7119947179230200389.html"
"1699913746-631","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Smooth Jazz Christmas","Samstag, 16. Dezember, 19:30","Forum 98, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Smooth Jazz Christmas
									Samstag, 16. Dezember, 19:30
								Forum 98, Zürich (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/smooth-jazz-christmas-7117624407569156044.html"
"1699913746-632","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Saturday Night Sports","Samstag, 16. Dezember, 19:30","Schule Buhnrain, Zürich (CH)","Dez
				16
			
			
			
				Saturday Night Sports
									Samstag, 16. Dezember, 19:30
								Schule Buhnrain, Zürich (CH)","https://eventfrog.ch/de/p/sport-fitness/saturday-night-sports-7033983403448752768.html"
"1699913746-633","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Koncert Zeljko Vasic ""Dobrodosli u moju kafanu"" SUBOTA","Samstag, 16. Dezember, 20:00","Kirchgemeindehaus Neumünster Zürich, Seefeldstrasse 91, 8008 Zürich , Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Koncert Zeljko Vasic ""Dobrodosli u moju kafanu"" SUBOTA
									Samstag, 16. Dezember, 20:00
								Kirchgemeindehaus Neumünster Zürich, Seefeldstrasse 91, 8008 Zürich , Zürich (CH)","https://eventfrog.ch/de/p/konzert/world-ethno/koncert-zeljko-vasic-dobrodosli-u-moju-kafanu-subota-7126935622376203194.html"
"1699913746-634","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Weihnachts-Special: Mendocino","Samstag, 16. Dezember, 20:00","Theater Rigiblick, Zürich (CH)","Dez
				16
			
			
			
				Weihnachts-Special: Mendocino
									Samstag, 16. Dezember, 20:00
								Theater Rigiblick, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/weihnachts-special-mendocino-7125787154161073643.html"
"1699913746-635","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","X - The Echo of Our Origins","Samstag, 16. Dezember, 20:00","Kaufleuten Club, Zürich (CH)","Dez
				16
			
			
			
				X - The Echo of Our Origins
									Samstag, 16. Dezember, 20:00
								Kaufleuten Club, Zürich (CH)","https://eventfrog.ch/de/p/party/electro/x-the-echo-of-our-origins-7125778898659311087.html"
"1699913746-636","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","X-mas Twist-it! with Special Guest Chris Conz & Band","Samstag, 16. Dezember, 20:00","Club Silbando, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				X-mas Twist-it! with Special Guest Chris Conz & Band
									Samstag, 16. Dezember, 20:00
								Club Silbando, Zürich (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/x-mas-twist-it-with-special-guest-chris-conz-band-7123009483316363078.html"
"1699913746-637","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","16 DEC: The Mike Casa Big Show @SOHO ZURICH","Samstag, 16. Dezember, 20:00","SOHO ZURICH, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				16 DEC: The Mike Casa Big Show @SOHO ZURICH
									Samstag, 16. Dezember, 20:00
								SOHO ZURICH, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/comedy-kabarett/16-dec-the-mike-casa-big-show-soho-zurich-7121537413071984984.html"
"1699913746-638","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","X-mas Twist-it! with Special Guest Chris Conz & Band","Samstag, 16. Dezember, 20:00","Club Silbando, Zürich (CH)","Abgesagt
							
					
		

						
				Dez
				16
			
			
			
				X-mas Twist-it! with Special Guest Chris Conz & Band
									Samstag, 16. Dezember, 20:00
								Club Silbando, Zürich (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/x-mas-twist-it-with-special-guest-chris-conz-band-7116135434220986468.html"
"1699913746-639","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Adriatique present X","Samstag, 16. Dezember, 20:00","Halle 622, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Adriatique present X
									Samstag, 16. Dezember, 20:00
								Halle 622, Zürich (CH)","https://eventfrog.ch/de/p/party/house-techno/adriatique-present-x-7114984618873259310.html"
"1699913746-640","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Gedankenleser-Schiff","Samstag, 16. Dezember, 20:00","Schiffstation Bürkliplatz, Zürich (CH)","Dez
				16
			
			
			
				Gedankenleser-Schiff
									Samstag, 16. Dezember, 20:00
								Schiffstation Bürkliplatz, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/gedankenleser-schiff-7102348538214822519.html"
"1699913746-641","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Maestro™","Samstag, 16. Dezember, 20:00","Theater im Zollhaus, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Maestro™
									Samstag, 16. Dezember, 20:00
								Theater im Zollhaus, Zürich (CH)","https://eventfrog.ch/de/p/theater-buehne/comedy-kabarett/maestro-7067437138547968541.html"
"1699913746-642","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Kleines jazziges Winterkonzert","Samstag, 16. Dezember, 20:15","GZ Witikon, Zürich (CH)","Dez
				16
			
			
			
				Kleines jazziges Winterkonzert
									Samstag, 16. Dezember, 20:15
								GZ Witikon, Zürich (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/kleines-jazziges-winterkonzert-7125110359027813982.html"
"1699913746-643","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Downtownswing Christmas Party","Samstag, 16. Dezember, 20:30","Kirchgemeindehaus Aussersihl, Zürich (CH)","Dez
				16
			
			
			
				Downtownswing Christmas Party
									Samstag, 16. Dezember, 20:30
								Kirchgemeindehaus Aussersihl, Zürich (CH)","https://eventfrog.ch/de/p/party/swing/downtownswing-christmas-party-7129771166743383995.html"
"1699913746-644","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","The Waffle Machine Orchestra","Samstag, 16. Dezember, 20:30","Herzbaracke, Bellevue, Zürich (CH)","Dez
				16
			
			
			
				The Waffle Machine Orchestra
									Samstag, 16. Dezember, 20:30
								Herzbaracke, Bellevue, Zürich (CH)","https://eventfrog.ch/de/p/konzert/jazz-blues/the-waffle-machine-orchestra-7127610489966652370.html"
"1699913746-645","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","Eventgruppe","29 - 21","Psycho","3 Events","Filmpodium Kino, Zürich (CH)","Eventgruppe
				
					
		

							
					Nov - Dez
					29 - 21
				
			
			
				Psycho
									3 Events
								Filmpodium Kino, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/psycho-7122775193689203787.html"
"1699913746-646","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","TEMPLE OF MEDUSA","Samstag, 16. Dezember, 21:00","MEDUSA - sexpositiv lifestyle club, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				TEMPLE OF MEDUSA
									Samstag, 16. Dezember, 21:00
								MEDUSA - sexpositiv lifestyle club, Zürich (CH)","https://eventfrog.ch/de/p/party/lgbtiq/temple-of-medusa-7114619423663573300.html"
"1699913746-647","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Hit Fabrik","Samstag, 16. Dezember, 21:00","Papiersaal, Zürich (CH)","Dez
				16
			
			
			
				Hit Fabrik
									Samstag, 16. Dezember, 21:00
								Papiersaal, Zürich (CH)","https://eventfrog.ch/de/p/party/pop-rock/hit-fabrik-7106932816768619570.html"
"1699913746-648","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","AMALFI • DINNER & PARTY • 16.12.23","Samstag, 16. Dezember, 22:00","LEO Restaurant & Bar, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				AMALFI • DINNER & PARTY • 16.12.23
									Samstag, 16. Dezember, 22:00
								LEO Restaurant & Bar, Zürich (CH)","https://eventfrog.ch/de/p/party/charts-open-format/amalfi-dinner-party-16-12-23-7128497652384112332.html"
"1699913746-649","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","SINGLE PARTY @ CLUB LANGSTRASSE","Samstag, 16. Dezember, 22:00","Club Langstrasse, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				SINGLE PARTY @ CLUB LANGSTRASSE
									Samstag, 16. Dezember, 22:00
								Club Langstrasse, Zürich (CH)","https://eventfrog.ch/de/p/party/charts-open-format/single-party-club-langstrasse-7127628771994056546.html"
"1699913746-650","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Disco Party","Samstag, 16. Dezember, 22:00","Kaufleuten Club, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Disco Party
									Samstag, 16. Dezember, 22:00
								Kaufleuten Club, Zürich (CH)","https://eventfrog.ch/de/p/party/disco/disco-party-7125837811228326315.html"
"1699913746-651","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Fiesta Navideña Venezolana","Samstag, 16. Dezember, 22:00","SOHO ZURICH, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Fiesta Navideña Venezolana
									Samstag, 16. Dezember, 22:00
								SOHO ZURICH, Zürich (CH)","https://eventfrog.ch/de/p/party/latin-brasil/fiesta-navidena-venezolana-7125160618697378220.html"
"1699913746-652","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Hardcore Commando w. Deadly Guns ( NL ) & D-Fence (NL )","Samstag, 16. Dezember, 22:00","SEKTOR 11, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Hardcore Commando w. Deadly Guns ( NL ) & D-Fence (NL )
									Samstag, 16. Dezember, 22:00
								SEKTOR 11, Zürich (CH)","https://eventfrog.ch/de/p/party/house-techno/hardcore-commando-w-deadly-guns-nl-d-fence-nl-7081920834076318383.html"
"1699913746-653","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Iono Music Label Night","Samstag, 16. Dezember, 22:30","Alte Kaserne Zürich, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Iono Music Label Night
									Samstag, 16. Dezember, 22:30
								Alte Kaserne Zürich, Zürich (CH)","https://eventfrog.ch/de/p/party/trance-ambient/iono-music-label-night-7095520575733318097.html"
"1699913746-654","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","HEX Zürich X Raves and Vibes","Samstag, 16. Dezember, 23:00","Kraftwerk, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				HEX Zürich X Raves and Vibes
									Samstag, 16. Dezember, 23:00
								Kraftwerk, Zürich (CH)","https://eventfrog.ch/de/p/party/house-techno/hex-zuerich-x-raves-and-vibes-7124377052162009856.html"
"1699913746-655","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","LA GRANDE NOTTE ITALIANA ""X-MAS""","Samstag, 16. Dezember, 23:00","Mascotte Club, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				LA GRANDE NOTTE ITALIANA ""X-MAS""
									Samstag, 16. Dezember, 23:00
								Mascotte Club, Zürich (CH)","https://eventfrog.ch/de/p/party/hip-hop-rap/la-grande-notte-italiana-x-mas-7123184334102585937.html"
"1699913746-656","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","KANPAI - The most epic asian party in Zürich!","Samstag, 16. Dezember, 23:00","Wunderbox, Zürich (CH)","Abgesagt
							
					
		

						
				Dez
				16
			
			
			
				KANPAI - The most epic asian party in Zürich!
									Samstag, 16. Dezember, 23:00
								Wunderbox, Zürich (CH)","https://eventfrog.ch/de/p/party/hip-hop-rap/kanpai-the-most-epic-asian-party-in-zuerich-7047318398170966025.html"
"1699913746-657","https://eventfrog.ch/de/events.html?sc=events&geoPlace=8000+Z%C3%BCrich&geoLat=47.378834000000005&geoLng=8.537472000000001&geoRadius=5&fromDate=2023-12-1&toDate=2023-12-31&page=50&y=113.5","","16","Spiral Tribe","Samstag, 16. Dezember, 23:59","Mikro Offspace, Zürich (CH)","Tickets
							
					
		

						
				Dez
				16
			
			
			
				Spiral Tribe
									Samstag, 16. Dezember, 23:59
								Mikro Offspace, Zürich (CH)","https://eventfrog.ch/de/p/party/house-techno/spiral-tribe-7118370603833200733.html"
