web-scraper-order,web-scraper-start-url,link,link-href,name,is_eventgruppe,datetime,location
"1699914567-1985","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Sprach-Café Französisch
									Freitag, 08. Dezember, 09:30
								Gemeindebibliothek Ostermundigen, Ostermundigen (CH)","https://eventfrog.ch/de/p/diverses/sprach-cafe-franzoesisch-7006547441802474180.html","Sprach-Café Französisch","","Freitag, 08. Dezember, 09:30","Gemeindebibliothek Ostermundigen, Ostermundigen (CH)"
"1699914567-1986","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
							
					Eventgruppe
				
					
		

							
					Nov - Apr
					17 - 5
				
			
			
				Chlytheater
									5 Events
								Gluri Suter Huus, Figurentheater Wettingen, Wettingen (CH)","https://eventfrog.ch/de/p/gruppen/chlytheater-7120832200778398554.html","Chlytheater","Eventgruppe","5 Events","Gluri Suter Huus, Figurentheater Wettingen, Wettingen (CH)"
"1699914567-1987","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Reim & Spiel
									Freitag, 08. Dezember, 10:00
								Familienzentrum Küsnacht, Küsnacht (CH)","https://eventfrog.ch/de/p/diverses/reim-spiel-7045139679385915900.html","Reim & Spiel","","Freitag, 08. Dezember, 10:00","Familienzentrum Küsnacht, Küsnacht (CH)"
"1699914567-1988","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

						
				bis Dez
				1
			
			
			
				ZOOM: Gespräche mit Gopal
									25 Events
								Online-Event","https://eventfrog.ch/de/p/gruppen/veranstaltungen-gopal-norbert-klein-6905242345428972328.html","ZOOM: Gespräche mit Gopal","Eventgruppe","25 Events","Online-Event"
"1699914567-1989","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Abgesagt
							
					
		

						
				Dez
				8
			
			
			
				The Mindset of Reinvention
									Freitag, 08. Dezember, 11:00
								Online-Event","https://eventfrog.ch/de/p/gesundheit-spiritualitaet/wellness/the-mindset-of-reinvention-7082241145770484385.html","The Mindset of Reinvention","","Freitag, 08. Dezember, 11:00","Online-Event"
"1699914567-1990","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Weihnachtsgeschichten
									Freitag, 08. Dezember, 11:30
								Landesmuseum Zürich, Zürich (CH)","https://eventfrog.ch/de/p/diverses/weihnachtsgeschichten-7128950798029881862.html","Weihnachtsgeschichten","","Freitag, 08. Dezember, 11:30","Landesmuseum Zürich, Zürich (CH)"
"1699914567-1991","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				MedTalk with Alexion | AstraZeneca Rare Disease
									Freitag, 08. Dezember, 12:15
								ETH LFW Gebäude, Zürich (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/vortrag/medtalk-with-alexion-astrazeneca-rare-disease-7115265844838393517.html","MedTalk with Alexion | AstraZeneca Rare Disease","","Freitag, 08. Dezember, 12:15","ETH LFW Gebäude, Zürich (CH)"
"1699914567-1992","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Fresque – Amoureuse solitaire
									Freitag, 08. Dezember, 12:30
								Bibliothèque de Nyon - Section Adultes, Nyon (CH)","https://eventfrog.ch/de/p/theater-buehne/lesungen/fresque-amoureuse-solitaire-7080204094690733713.html","Fresque – Amoureuse solitaire","","Freitag, 08. Dezember, 12:30","Bibliothèque de Nyon - Section Adultes, Nyon (CH)"
"1699914567-1993","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Käse - Jassen
									Freitag, 08. Dezember, 13:30
								Emmentaler Schaukäserei, Affoltern im Emmental (CH)","https://eventfrog.ch/de/p/diverses/kaese-jassen-7015751490691060732.html","Käse - Jassen","","Freitag, 08. Dezember, 13:30","Emmentaler Schaukäserei, Affoltern im Emmental (CH)"
"1699914567-1994","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Werkstatt der Papier-Figuren
									Freitag, 08. Dezember, 14:00
								Luzerner Theater, Luzern (CH)","https://eventfrog.ch/de/p/diverses/werkstatt-der-papier-figuren-7129783414975066823.html","Werkstatt der Papier-Figuren","","Freitag, 08. Dezember, 14:00","Luzerner Theater, Luzern (CH)"
"1699914567-1995","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Exkursion zum Schaudepot St. Katharinental, Diessenhofen
									Freitag, 08. Dezember, 14:00
								Treffpunkt: Schaudepot St. Katharinental, Diessenhofen, Diessenhofen (CH)","https://eventfrog.ch/de/p/wissenschaft-und-technik/exkursion-zum-schaudepot-st-katharinental-diessenhofen-7117632909024933807.html","Exkursion zum Schaudepot St. Katharinental, Diessenhofen","","Freitag, 08. Dezember, 14:00","Treffpunkt: Schaudepot St. Katharinental, Diessenhofen, Diessenhofen (CH)"
"1699914567-1996","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					24 - 22
				
			
			
				Villa Kun(s)terbunt
									3 Events
								Kunsthaus Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/villa-kun-s-terbunt-7120961254043131270.html","Villa Kun(s)terbunt","Eventgruppe","3 Events","Kunsthaus Zürich, Zürich (CH)"
"1699914567-1997","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Niko Pirosmani (1862–1918)
									Freitag, 08. Dezember, 15:00
								Fondation Beyeler, Riehen (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/fuehrung/niko-pirosmani-18621918-7125065872654189656.html","Niko Pirosmani (1862–1918)","","Freitag, 08. Dezember, 15:00","Fondation Beyeler, Riehen (CH)"
"1699914567-1998","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					8 - 30
				
			
			
				Tootsie (Tootsie)
									2 Events
								Filmpodium Kino, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/tootsie-tootsie-7122775989910711013.html","Tootsie (Tootsie)","Eventgruppe","2 Events","Filmpodium Kino, Zürich (CH)"
"1699914567-1999","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Frau Holle
									Freitag, 08. Dezember, 15:00
								Saalbau, Stein (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/frau-holle-7104453857124489446.html","Frau Holle","","Freitag, 08. Dezember, 15:00","Saalbau, Stein (CH)"
"1699914567-2000","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Frau Holle
									Freitag, 08. Dezember, 15:00
								Saalbau, Stein (CH)","https://eventfrog.ch/de/p/theater-buehne/theater/frau-holle-7082361967680038611.html","Frau Holle","","Freitag, 08. Dezember, 15:00","Saalbau, Stein (CH)"
"1699914567-2001","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				ElternKind-Café Schönbühl
									Freitag, 08. Dezember, 15:00
								Coop Restaurant Schönbühl, Urtenen-Schönbühl (CH)","https://eventfrog.ch/de/p/diverses/elternkind-cafe-schoenbuehl-7005968669256646334.html","ElternKind-Café Schönbühl","","Freitag, 08. Dezember, 15:00","Coop Restaurant Schönbühl, Urtenen-Schönbühl (CH)"
"1699914567-2002","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					8 - 10
				
			
			
				Weihnachtsmarkt in der Wiler Altstadt
									3 Events
								Altstadt Wil, Wil (CH)","https://eventfrog.ch/de/p/gruppen/weihnachtsmarkt-in-der-wiler-altstadt-6863479116868845281.html","Weihnachtsmarkt in der Wiler Altstadt","Eventgruppe","3 Events","Altstadt Wil, Wil (CH)"
"1699914567-2003","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				INTIMATE WINTER RISE UP GATHERING
									Freitag, 08. Dezember, 16:00 – Sonntag, 10. Dezember, 14:30
								Dao Sparenmoos, Zweisimmen (CH)","https://eventfrog.ch/de/p/festivals/tanz/intimate-winter-rise-up-gathering-7088311464553858701.html","INTIMATE WINTER RISE UP GATHERING","","Freitag, 08. Dezember, 16:00 – Sonntag, 10. Dezember, 14:30","Dao Sparenmoos, Zweisimmen (CH)"
"1699914567-2004","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
							
					Eventgruppe
				
					
		

							
					Nov - Feb
					17 - 23
				
			
			
				Sacred Dance Alchemy
									12 Events
								Radiant Heart Studio, Zürich (CH)","https://eventfrog.ch/de/p/gruppen/sacred-dance-alchemy-7125144364443997774.html","Sacred Dance Alchemy","Eventgruppe","12 Events","Radiant Heart Studio, Zürich (CH)"
"1699914567-2005","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Jan
					8 - 6
				
			
			
				Säntis-Fondueplausch
									5 Events
								Restaurant Säntisgipfel, Schwägalp (CH)","https://eventfrog.ch/de/p/gruppen/saentis-fondueplausch-7125055095213894021.html","Säntis-Fondueplausch","Eventgruppe","5 Events","Restaurant Säntisgipfel, Schwägalp (CH)"
"1699914567-2006","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Adventskonzert TARTUFI NATALE, Claudia Muff + Trio Cappella
									Freitag, 08. Dezember, 17:00
								Pfarrkirche St. Johannes Menznau, Menznau (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/adventskonzert-tartufi-natale-claudia-muff-trio-cappella-7119011530251651617.html","Adventskonzert TARTUFI NATALE, Claudia Muff + Trio Cappella","","Freitag, 08. Dezember, 17:00","Pfarrkirche St. Johannes Menznau, Menznau (CH)"
"1699914567-2007","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					8 - 10
				
			
			
				Wiehnachtsmärt
									3 Events
								Schloss Wildegg, Wildegg (CH)","https://eventfrog.ch/de/p/gruppen/wiehnachtsmaert-7120004907533319876.html","Wiehnachtsmärt","Eventgruppe","3 Events","Schloss Wildegg, Wildegg (CH)"
"1699914567-2008","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Wenige Tickets
							
					
		

						
				Dez
				8
			
			
			
				Züri Xmas Tour,  8.12.23, 17h
									Freitag, 08. Dezember, 17:00
								Bahnhofplatz Zürich, Zürich (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/fuehrung/zueri-xmas-tour-8-12-23-17h-7116341993148477674.html","Züri Xmas Tour,  8.12.23, 17h","","Freitag, 08. Dezember, 17:00","Bahnhofplatz Zürich, Zürich (CH)"
"1699914567-2009","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Adventsführung
									Freitag, 08. Dezember, 17:00
								St. Ursentreppe, Solothurn (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/fuehrung/adventsfuehrung-7016718291990101984.html","Adventsführung","","Freitag, 08. Dezember, 17:00","St. Ursentreppe, Solothurn (CH)"
"1699914567-2010","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Zeichnen im Museum
									Freitag, 08. Dezember, 17:15
								Naturama Aargau, Aarau (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/kultur/zeichnen-im-museum-7117525462482378544.html","Zeichnen im Museum","","Freitag, 08. Dezember, 17:15","Naturama Aargau, Aarau (CH)"
"1699914567-2011","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Singleandfriends Speed Dating / Speed Dating-Coaching
									Freitag, 08. Dezember, 17:30
								Gainsbourg, Zürich (CH)","https://eventfrog.ch/de/p/dating/speed-dating/singleandfriends-speed-dating-speed-dating-coaching-7129425049765764212.html","Singleandfriends Speed Dating / Speed Dating-Coaching","","Freitag, 08. Dezember, 17:30","Gainsbourg, Zürich (CH)"
"1699914567-2012","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				KEA - Kundalini Energy Activation
									Freitag, 08. Dezember, 17:30
								Yoga Studio Zürich, Zürich (CH)","https://eventfrog.ch/de/p/gesundheit-spiritualitaet/spiritualitaet/kea-kundalini-energy-activation-7129380233300363854.html","KEA - Kundalini Energy Activation","","Freitag, 08. Dezember, 17:30","Yoga Studio Zürich, Zürich (CH)"
"1699914567-2013","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					8 - 15
				
			
			
				Racletteplausch by Café zum Hirschen
									2 Events
								Café zum Hirschen, 4950 Huttwil (CH)","https://eventfrog.ch/de/p/gruppen/racletteplausch-by-cafe-zum-hirschen-7106972547392939921.html","Racletteplausch by Café zum Hirschen","Eventgruppe","2 Events","Café zum Hirschen, 4950 Huttwil (CH)"
"1699914567-2014","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Wenige Tickets
							
					
		

						
				Dez
				8
			
			
			
				Nachts im Museum - 8. Dezember 2023
									Freitag, 08. Dezember, 17:30
								Schweizer Kindermuseum, Baden (CH)","https://eventfrog.ch/de/p/kunst-ausstellungen/kultur/nachts-im-museum-8-dezember-2023-7100369714048639585.html","Nachts im Museum - 8. Dezember 2023","","Freitag, 08. Dezember, 17:30","Schweizer Kindermuseum, Baden (CH)"
"1699914567-2015","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Livingroom Pop-up by HANIMANNS
									Freitag, 08. Dezember, 18:00
								HANIMANNS, Zürich (CH)","https://eventfrog.ch/de/p/diverses/livingroom-pop-up-by-hanimanns-7129006837383279935.html","Livingroom Pop-up by HANIMANNS","","Freitag, 08. Dezember, 18:00","HANIMANNS, Zürich (CH)"
"1699914567-2016","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Luzerner Glühwanderung, VOL I
									Freitag, 08. Dezember, 18:00
								Bourbaki Kino/Bar, Luzern (CH)","https://eventfrog.ch/de/p/essen-trinken/luzerner-gluehwanderung-vol-i-7124763135819341058.html","Luzerner Glühwanderung, VOL I","","Freitag, 08. Dezember, 18:00","Bourbaki Kino/Bar, Luzern (CH)"
"1699914567-2017","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Mit Fragmentin zu Tisch
									Freitag, 08. Dezember, 18:00
								Kornhausforum, Bern (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/fuehrung/mit-fragmentin-zu-tisch-7123369096431793146.html","Mit Fragmentin zu Tisch","","Freitag, 08. Dezember, 18:00","Kornhausforum, Bern (CH)"
"1699914567-2018","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Wenige Tickets
							
					
		

						
				Dez
				8
			
			
			
				Selbstheilung anregen mit TRE und dem neurogenen Zittern
									Freitag, 08. Dezember, 18:00
								Entspannungspraxis, Zürich (CH)","https://eventfrog.ch/de/p/gesundheit-spiritualitaet/gesundheit-wohlbefinden/selbstheilung-anregen-mit-tre-und-dem-neurogenen-zittern-7120736474484405154.html","Selbstheilung anregen mit TRE und dem neurogenen Zittern","","Freitag, 08. Dezember, 18:00","Entspannungspraxis, Zürich (CH)"
"1699914567-2019","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Cellophon
									Freitag, 08. Dezember, 18:00
								Restaurant Pizzeria Bellevue, Winterthur (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/cellophon-7119679590700635688.html","Cellophon","","Freitag, 08. Dezember, 18:00","Restaurant Pizzeria Bellevue, Winterthur (CH)"
"1699914567-2020","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
							
					Eventgruppe
				
					
		

						
				bis Dez
				8
			
			
			
				Handlettering Aufbaukurs
									2 Events
								Letteria Aarau, Aarau (CH)","https://eventfrog.ch/de/p/gruppen/handlettering-aufbaukurs-7003433422166042263.html","Handlettering Aufbaukurs","Eventgruppe","2 Events","Letteria Aarau, Aarau (CH)"
"1699914567-2021","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Friday Beyeler: Georgischer Filmabend
									Freitag, 08. Dezember, 18:00
								Fondation Beyeler, Riehen (CH)","https://eventfrog.ch/de/p/freizeit-ausfluege/film-kino/friday-beyeler-georgischer-filmabend-7117196146854828926.html","Friday Beyeler: Georgischer Filmabend","","Freitag, 08. Dezember, 18:00","Fondation Beyeler, Riehen (CH)"
"1699914567-2022","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Dez - Dez
					8 - 15
				
			
			
				Aktzeichnen: The Beauty of Bodies
									2 Events
								Cartoonmuseum Basel, Basel (CH)","https://eventfrog.ch/de/p/gruppen/aktzeichnen-the-beauty-of-bodies-7117072997198802751.html","Aktzeichnen: The Beauty of Bodies","Eventgruppe","2 Events","Cartoonmuseum Basel, Basel (CH)"
"1699914567-2023","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				mOndstei und Boris Bittel
									Freitag, 08. Dezember, 18:00
								Kultur & Eventsaal Rössli, Uetendorf (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/mondstei-und-boris-bittel-7116777267804456039.html","mOndstei und Boris Bittel","","Freitag, 08. Dezember, 18:00","Kultur & Eventsaal Rössli, Uetendorf (CH)"
"1699914567-2024","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Wenige Tickets
							
					
		

						
				Dez
				8
			
			
			
				Calimeros ""Weihnachtskonzert""
									Freitag, 08. Dezember, 18:00
								Gasthof Drei Eidgenossen, Bösingen, Bösingen (CH)","https://eventfrog.ch/de/p/konzert/schlager-volksmusik/calimeros-weihnachtskonzert-7108453958872445266.html","Calimeros ""Weihnachtskonzert""","","Freitag, 08. Dezember, 18:00","Gasthof Drei Eidgenossen, Bösingen, Bösingen (CH)"
"1699914567-2025","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Begegnungs-Dinner im Dezember
									Freitag, 08. Dezember, 18:00
								St. Anna Kapelle, Zürich (CH)","https://eventfrog.ch/de/p/essen-trinken/begegnungs-dinner-im-dezember-7095998251887751945.html","Begegnungs-Dinner im Dezember","","Freitag, 08. Dezember, 18:00","St. Anna Kapelle, Zürich (CH)"
"1699914567-2026","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				VFU Wichtelanlass in Baden, 8.12.2023 - members only!
									Freitag, 08. Dezember, 18:00
								WunderDorf, Baden (CH)","https://eventfrog.ch/de/p/essen-trinken/vfu-wichtelanlass-in-baden-8-12-2023-members-only-7095754945576520188.html","VFU Wichtelanlass in Baden, 8.12.2023 - members only!","","Freitag, 08. Dezember, 18:00","WunderDorf, Baden (CH)"
"1699914567-2027","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Liquid Tasting Champagner & Schaumweine
									Freitag, 08. Dezember, 18:00
								Paul Ullrich AG, Morges (CH)","https://eventfrog.ch/de/p/essen-trinken/liquid-tasting-champagner-schaumweine-7077534554630546419.html","Liquid Tasting Champagner & Schaumweine","","Freitag, 08. Dezember, 18:00","Paul Ullrich AG, Morges (CH)"
"1699914567-2028","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Christine Lauterburg mit Trio Doppelbock
									Freitag, 08. Dezember, 18:00
								Restaurant Mattenhof , Gümligen (CH)","https://eventfrog.ch/de/p/konzert/weitere-musikrichtungen/christine-lauterburg-mit-trio-doppelbock-7013509115591690047.html","Christine Lauterburg mit Trio Doppelbock","","Freitag, 08. Dezember, 18:00","Restaurant Mattenhof , Gümligen (CH)"
"1699914567-2029","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Stadtführungen in Wil
									Freitag, 08. Dezember, 18:00
								Hof zu Wil, Wil SG (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/stadtfuehrung/stadtfuehrungen-in-wil-6873560595372175964.html","Stadtführungen in Wil","","Freitag, 08. Dezember, 18:00","Hof zu Wil, Wil SG (CH)"
"1699914567-2030","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Kinder-Kino
									Freitag, 08. Dezember, 18:15
								GZ Oerlikon | Saal, 1. OG, Zürich (CH)","https://eventfrog.ch/de/p/freizeit-ausfluege/film-kino/kinder-kino-7127572683793881572.html","Kinder-Kino","","Freitag, 08. Dezember, 18:15","GZ Oerlikon | Saal, 1. OG, Zürich (CH)"
"1699914567-2031","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Max Bünzli Comedy - Dinner, Hotel Alpina in Schiers
									Freitag, 08. Dezember, 18:15
								Hotel Alpina, Schiers (CH)","https://eventfrog.ch/de/p/musicals-shows/show/max-buenzli-comedy-dinner-hotel-alpina-in-schiers-7106211328868480111.html","Max Bünzli Comedy - Dinner, Hotel Alpina in Schiers","","Freitag, 08. Dezember, 18:15","Hotel Alpina, Schiers (CH)"
"1699914567-2032","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Eventgruppe
				
					
		

							
					Nov - Dez
					17 - 8
				
			
			
				Thermomix️ Kennenlern-Event
									2 Events
								Showküche Thermomix®️, Wallisellen (CH)","https://eventfrog.ch/de/p/gruppen/thermomix-kennenlern-event-7127393070341924633.html","Thermomix️ Kennenlern-Event","Eventgruppe","2 Events","Showküche Thermomix®️, Wallisellen (CH)"
"1699914567-2033","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				LOPPER Werkschau 2
									Freitag, 08. Dezember, 18:30
								Senkel, Stans (CH)","https://eventfrog.ch/de/p/konzert/pop-rock/lopper-werkschau-2-7126211224606324390.html","LOPPER Werkschau 2","","Freitag, 08. Dezember, 18:30","Senkel, Stans (CH)"
"1699914567-2034","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
							
					Eventgruppe
				
					
		

							
					Dez - Dez
					8 - 9
				
			
			
				Chränzli Turne Schlaate | Vermisst, Verloren, Verschollen?
									2 Events
								Randenhalle Schlaate, Schleitheim (CH)","https://eventfrog.ch/de/p/gruppen/chraenzli-turne-schlaate-vermisst-verloren-verschollen-7125066215718847501.html","Chränzli Turne Schlaate | Vermisst, Verloren, Verschollen?","Eventgruppe","2 Events","Randenhalle Schlaate, Schleitheim (CH)"
"1699914567-2035","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Nachts alleine im Museum
									Freitag, 08. Dezember, 18:30
								Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)","https://eventfrog.ch/de/p/fuehrungen-vortraege/fuehrung/nachts-alleine-im-museum-7123271658370969327.html","Nachts alleine im Museum","","Freitag, 08. Dezember, 18:30","Schweizerisches Nationalmuseum Landesmuseum Zürich, Zürich (CH)"
"1699914567-2036","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Turnerabend STV Mülligen ""Prinzessin, ledig, sucht...""
									Freitag, 08. Dezember, 18:30
								Turnhalle Mülligen, Mülligen (CH)","https://eventfrog.ch/de/p/musicals-shows/show/turnerabend-stv-muelligen-prinzessin-ledig-sucht-7121837266318592499.html","Turnerabend STV Mülligen ""Prinzessin, ledig, sucht...""","","Freitag, 08. Dezember, 18:30","Turnhalle Mülligen, Mülligen (CH)"
"1699914567-2037","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				Fondue zur Brauerei mit BombrasstisCH
									Freitag, 08. Dezember, 18:30
								Brauerei St. Johann AG, Nesslau-Krummenau (CH)","https://eventfrog.ch/de/p/essen-trinken/fondue-zur-brauerei-mit-bombrasstisch-7117471343847607215.html","Fondue zur Brauerei mit BombrasstisCH","","Freitag, 08. Dezember, 18:30","Brauerei St. Johann AG, Nesslau-Krummenau (CH)"
"1699914567-2038","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Tickets
							
					
		

						
				Dez
				8
			
			
			
				HELGA
									Freitag, 08. Dezember, 18:30
								Fabrique28, Bern (CH)","https://eventfrog.ch/de/p/essen-trinken/helga-7114900640631852156.html","HELGA","","Freitag, 08. Dezember, 18:30","Fabrique28, Bern (CH)"
"1699914567-2039","https://eventfrog.ch/de/events.html?sc=events&fromDate=2023-12-1&toDate=2023-12-31&page=100","Dez
				8
			
			
			
				Winterball mit Live-Musik  der Moody Tunes
									Freitag, 08. Dezember, 18:30
								Grandhotel Giessbach, Brienz (CH)","https://eventfrog.ch/de/p/theater-buehne/tanz/winterball-mit-live-musik-der-moody-tunes-7043581781283351083.html","Winterball mit Live-Musik  der Moody Tunes","","Freitag, 08. Dezember, 18:30","Grandhotel Giessbach, Brienz (CH)"
